# x y
# Function f(x) = exp( 40/(10 + x)) * sin(x)
# Refering points: 
 2.09439510 5.29399333
 4.18879021 -4.52590478
 6.28318531 0.00000000
 8.37758041 3.54565317
 10.47197551 -3.21825890
 12.56637062 0.00000001
 14.66076572 2.74615443
 16.75516082 -2.57137686
 18.84955592 0.00000001

# Interpolation data:

 2.09439510 5.29399333

# Cubic Spline, 3 points

2.09439510 5.29399333

# Trigonometric, deg=4, sect=3 

2.09439510 5.29399333

# Newton, deg=3

2.09439510 5.29399333
